mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,objective_before,objective_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-18-6fnk-s0-n100-refligand-0059,0.714286,0.714286,0.588235,0.625,1,1,0.142857,0.214286,0.6643,2.7245,2.5566,509
2026-09-18-6fnk-s0-n100-refligand-0060,0.571429,0.571429,0.4,0.421053,1,1,0.142857,0.214286,0.7475,2.5257,2.1805,343
2026-09-18-6fnk-s0-n100-refligand-0061,0.642857,0.5,0.5625,0.4375,1,0,0.142857,0.214286,1.4346,2.8295,2.3468,520
2026-09-18-6fnk-s0-n100-refligand-0062,0.428571,0.5,0.3,0.333333,1,1,0.142857,0.214286,0.7746,2.6614,2.6793,364
2026-09-18-6fnk-s0-n100-refligand-0063,0.785714,0.5,0.52381,0.304348,1,1,0.214286,0.357143,1.3447,2.5262,2.3442,292
2026-09-18-6fnk-s0-n100-refligand-0064,0.571429,0.571429,0.307692,0.333333,1,1,0.214286,0.285714,1.0136,2.5021,2.3636,320
2026-09-18-6fnk-s0-n100-refligand-0065,0.642857,0.571429,0.5,0.421053,1,1,0.142857,0.214286,0.988,2.8288,2.2716,451
2026-09-18-6fnk-s0-n100-refligand-0066,0.642857,0.642857,0.6,0.6,1,1,0.142857,0.142857,0.0,3.0518,3.0518,556
2026-09-18-6fnk-s0-n100-refligand-0067,0.571429,0.571429,0.380952,0.347826,0,0,0.142857,0.285714,1.0307,2.4759,2.0735,338
2026-09-18-6fnk-s0-n100-refligand-0068,0.428571,0.5,0.375,0.466667,0,0,0.142857,0.214286,1.0661,3.1046,2.5466,530
2026-09-18-6fnk-s0-n100-refligand-0070,0.642857,0.571429,0.473684,0.347826,1,1,0.142857,0.285714,1.3213,2.6449,2.0217,334
2026-09-18-6fnk-s0-n100-refligand-0071,0.428571,0.428571,0.428571,0.428571,1,1,0.214286,0.214286,0.0,2.9404,2.9404,511
2026-09-18-6fnk-s0-n100-refligand-0072,0.857143,0.857143,0.666667,0.666667,1,1,0.214286,0.214286,0.0,2.8405,2.8405,518
2026-09-18-6fnk-s0-n100-refligand-0073,0.5,0.5,0.5,0.5,0,0,0.142857,0.142857,0.0,3.1855,3.1855,588
2026-09-18-6fnk-s0-n100-refligand-0074,0.571429,0.5,0.380952,0.368421,1,1,0.142857,0.214286,0.8145,2.7655,2.2002,485
