mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,objective_before,objective_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-18-3war-s0-n100-refligand-0084,0.727273,0.818182,0.4,0.529412,1,1,0.727273,0.818182,1.353,2.2368,2.0754,288
2026-09-18-3war-s0-n100-refligand-0085,0.636364,0.727273,0.636364,0.727273,0,1,0.636364,0.727273,0.4718,3.2194,3.233,523
2026-09-18-3war-s0-n100-refligand-0086,0.636364,0.727273,0.4375,0.470588,0,1,0.636364,0.727273,0.5827,2.8576,2.5819,416
2026-09-18-3war-s0-n100-refligand-0087,0.636364,0.636364,0.333333,0.333333,1,1,0.636364,0.636364,0.0,2.095,2.095,269
2026-09-18-3war-s0-n100-refligand-0088,0.727273,0.909091,0.470588,0.714286,1,1,0.727273,0.909091,0.5663,2.9545,2.6858,408
2026-09-18-3war-s0-n100-refligand-0089,0.818182,0.818182,0.75,0.75,1,1,0.818182,0.818182,0.0,3.0249,3.0249,421
2026-09-18-3war-s0-n100-refligand-0090,0.909091,0.909091,0.909091,0.909091,1,1,0.909091,0.909091,0.0,3.0714,3.0714,415
2026-09-18-3war-s0-n100-refligand-0091,0.909091,0.909091,0.714286,0.714286,1,1,0.909091,0.909091,0.0,3.1762,3.1762,414
2026-09-18-3war-s0-n100-refligand-0092,0.636364,0.636364,0.411765,0.411765,1,1,0.636364,0.636364,0.0,1.9166,1.9166,406
2026-09-18-3war-s0-n100-refligand-0093,0.727273,0.818182,0.727273,0.818182,1,1,0.727273,0.818182,0.3788,2.9676,3.0186,491
2026-09-18-3war-s0-n100-refligand-0094,0.818182,0.909091,0.818182,0.909091,1,1,0.818182,0.909091,0.4304,2.8831,2.8518,449
2026-09-18-3war-s0-n100-refligand-0095,0.909091,0.909091,0.769231,0.769231,1,1,0.909091,0.909091,0.0,2.9017,2.9017,373
2026-09-18-3war-s0-n100-refligand-0096,0.909091,0.909091,0.666667,0.666667,1,1,0.909091,0.909091,0.0,2.8127,2.8127,349
2026-09-18-3war-s0-n100-refligand-0097,0.727273,0.818182,0.533333,0.5625,1,1,0.727273,0.818182,0.6369,2.8934,2.5447,406
2026-09-18-3war-s0-n100-refligand-0098,0.818182,0.909091,0.642857,0.714286,1,1,0.818182,0.909091,0.4519,3.1602,2.9133,387
2026-09-18-3war-s0-n100-refligand-0099,0.727273,0.818182,0.533333,0.642857,1,1,0.727273,0.818182,0.4119,2.6403,2.8997,407
2026-09-18-3war-s0-n100-refligand-0100,0.818182,0.909091,0.642857,0.714286,1,1,0.818182,0.909091,0.335,3.0726,2.9049,372
