mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,objective_before,objective_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-08-23-6tgu-s0-n100-prep-0082,0.764706,0.764706,0.619048,0.619048,1,1,0.974553,0.974553,0.0,2.3613,2.3613,363
2026-08-23-6tgu-s0-n100-prep-0083,0.764706,0.764706,0.590909,0.590909,1,1,0.974553,0.974553,0.0,0.5358,0.5358,333
2026-08-23-6tgu-s0-n100-prep-0084,0.882353,0.882353,0.714286,0.714286,1,1,0.987857,0.987857,0.0,2.4046,2.4046,329
2026-08-23-6tgu-s0-n100-prep-0085,0.764706,0.941176,0.590909,0.761905,1,1,0.892371,0.98995,1.1931,2.6393,2.3053,334
2026-08-23-6tgu-s0-n100-prep-0086,0.823529,0.823529,0.7,0.7,1,1,0.987242,0.987242,0.0,2.7602,2.7602,362
2026-08-23-6tgu-s0-n100-prep-0087,0.823529,0.882353,0.666667,0.75,1,1,0.987242,0.989334,0.7951,2.8997,2.2314,370
2026-08-23-6tgu-s0-n100-prep-0088,0.764706,0.882353,0.764706,0.882353,1,1,0.869987,0.997293,1.0971,2.831,2.7698,396
2026-08-23-6tgu-s0-n100-prep-0089,0.764706,0.823529,0.5,0.56,1,1,0.921962,0.987242,1.1358,2.5332,2.4702,278
2026-08-23-6tgu-s0-n100-prep-0090,0.705882,0.764706,0.666667,0.722222,1,1,0.895434,0.921962,0.6493,2.8053,2.7622,414
2026-08-23-6tgu-s0-n100-prep-0092,0.823529,0.823529,0.7,0.7,1,1,0.922577,0.987242,1.1547,2.7015,2.1322,331
2026-08-23-6tgu-s0-n100-prep-0093,0.705882,0.705882,0.545455,0.545455,1,1,0.895434,0.948025,1.0788,2.8031,2.0242,333
2026-08-23-6tgu-s0-n100-prep-0094,0.705882,0.823529,0.571429,0.666667,1,1,0.835501,0.924054,1.096,2.7547,2.7108,379
2026-08-23-6tgu-s0-n100-prep-0095,0.705882,0.764706,0.6,0.722222,1,1,0.859936,0.925216,1.3989,2.8707,2.9203,388
2026-08-23-6tgu-s0-n100-prep-0096,0.647059,0.764706,0.578947,0.722222,1,1,0.833409,0.921962,0.6895,2.4261,2.2043,335
2026-08-23-6tgu-s0-n100-prep-0097,0.823529,0.823529,0.823529,0.823529,1,1,0.987242,0.987242,0.0,2.8472,2.8472,391
2026-08-23-6tgu-s0-n100-prep-0098,0.647059,0.823529,0.647059,0.777778,1,1,0.833409,0.922577,0.6267,2.9322,3.1829,431
2026-08-23-6tgu-s0-n100-prep-0099,0.588235,0.647059,0.5,0.611111,1,1,0.798471,0.860497,0.8663,3.1668,2.7802,372
2026-08-23-6tgu-s0-n100-prep-0100,0.764706,0.764706,0.684211,0.684211,1,1,0.905485,0.905485,0.0,2.7265,2.7265,399
