mol_id,score_before,score_after,tanimoto_before,tanimoto_after,hbond_before,hbond_after,rmsd_shift,min_distance_before,min_distance_after,steps_accepted
2026-09-17-6fnk-s0-n100-0053,0.357143,0.928571,0.294118,0.866667,0,1,2.5753,1.6175,2.8124,460
2026-09-17-6fnk-s0-n100-0054,0.5,0.928571,0.4375,0.928571,1,1,2.5321,1.0003,2.3259,523
2026-09-17-6fnk-s0-n100-0055,0.428571,1.0,0.375,1.0,0,1,2.9456,1.2117,2.4833,499
2026-09-17-6fnk-s0-n100-0056,0.571429,0.857143,0.470588,0.8,0,1,1.7931,1.4808,1.9975,478
2026-09-17-6fnk-s0-n100-0057,0.5,0.785714,0.411765,0.6875,1,1,2.812,1.2879,2.4675,482
2026-09-17-6fnk-s0-n100-0058,0.428571,1.0,0.352941,1.0,1,1,2.3113,1.0006,2.3919,465
2026-09-17-6fnk-s0-n100-0059,0.5,0.785714,0.388889,0.733333,1,1,1.857,1.6732,2.0476,416
2026-09-17-6fnk-s0-n100-0060,0.357143,0.714286,0.294118,0.625,0,0,2.9673,1.9409,2.1649,307
2026-09-17-6fnk-s0-n100-0061,0.357143,0.857143,0.294118,0.8,1,1,2.7054,2.0204,2.4613,252
2026-09-17-6fnk-s0-n100-0062,0.428571,0.928571,0.352941,0.928571,1,1,2.8762,2.3579,2.1754,455
2026-09-17-6fnk-s0-n100-0063,0.285714,0.928571,0.285714,0.8125,0,1,2.9604,2.9232,2.5268,543
2026-09-17-6fnk-s0-n100-0064,0.428571,0.785714,0.375,0.785714,0,1,2.9121,0.5127,2.0285,601
2026-09-17-6fnk-s0-n100-0065,0.428571,0.857143,0.375,0.8,0,1,2.961,1.6511,1.9988,375
2026-09-17-6fnk-s0-n100-0066,0.428571,1.0,0.352941,1.0,0,1,2.9736,1.1953,2.3415,403
2026-09-17-6fnk-s0-n100-0067,0.428571,0.785714,0.352941,0.6875,0,1,2.9648,1.1009,1.5999,576
2026-09-17-6fnk-s0-n100-0068,0.5,0.785714,0.411765,0.647059,0,1,2.6396,1.506,1.5921,428
2026-09-17-6fnk-s0-n100-0069,0.5,1.0,0.388889,0.875,1,1,2.8748,0.8897,1.6832,417
2026-09-17-6fnk-s0-n100-0070,0.428571,0.714286,0.315789,0.666667,1,0,2.6853,0.6467,1.5561,545
2026-09-17-6fnk-s0-n100-0071,0.357143,0.714286,0.294118,0.666667,0,1,2.7037,1.4717,2.3925,528
2026-09-17-6fnk-s0-n100-0072,0.5,0.785714,0.411765,0.55,0,1,2.7268,0.5481,0.5979,541
2026-09-17-6fnk-s0-n100-0073,0.357143,0.642857,0.238095,0.5,1,1,2.7414,1.5676,1.7903,404
2026-09-17-6fnk-s0-n100-0074,0.285714,0.642857,0.2,0.5625,0,1,2.7172,1.0195,1.647,567
2026-09-17-6fnk-s0-n100-0075,0.285714,0.785714,0.25,0.785714,1,0,2.8445,1.7707,2.5198,537
