mol_id,ifp_score,ifp_score_norm,rank,selected
2026-08-23-6tgu-s0-n100-r5-0086,0.2,0.008696,63,0
2026-08-23-6tgu-s0-n100-r5-0087,0.0,0.0,90,0
2026-08-23-6tgu-s0-n100-r5-0088,0.0,0.0,91,0
2026-08-23-6tgu-s0-n100-r5-0089,0.2,0.008696,64,0
2026-08-23-6tgu-s0-n100-r5-0090,0.0,0.0,92,0
2026-08-23-6tgu-s0-n100-r5-0091,0.0,0.0,93,0
2026-08-23-6tgu-s0-n100-r5-0092,0.4,0.017391,40,0
2026-08-23-6tgu-s0-n100-r5-0093,0.0,0.0,94,0
2026-08-23-6tgu-s0-n100-r5-0094,0.4,0.017391,41,0
2026-08-23-6tgu-s0-n100-r5-0095,0.0,0.0,95,0
2026-08-23-6tgu-s0-n100-r5-0096,0.0,0.0,96,0
2026-08-23-6tgu-s0-n100-r5-0097,0.0,0.0,97,0
2026-08-23-6tgu-s0-n100-r5-0098,0.0,0.0,98,0
2026-08-23-6tgu-s0-n100-r5-0099,0.0,0.0,99,0
2026-08-23-6tgu-s0-n100-r5-0100,0.0,0.0,100,0
